SongID,ArtistLatitude,ArtistLongitude,ArtistName,Title,Year,StarRatings
SOZDYQL12A8C136DF1,37.27188,-119.27023,April March,Ideal Standard,1999,3
SOPEIBA12A8C138736,51.44613,0.22581,David Ford,Go To Hell,2007,3
SOQFLXQ12A58A7EFE8,51.50632,-0.12714,Ellie Lawson,Why The Fighting,2005,2
SOKILVD12A8C1337B1,40.71455,-74.00712,The Ark,One Of Us Is Gonna Die Young,2004,4
SOLJZYK12A8AE46F17,51.16418,10.45415,PRIMAL FEAR,Promised Land,1998,3
SOUCIAG12AB0181609,40.14323,-74.72671,Tokyo Rose,New American Saint,2005,3
SODNMGH12A6D4FD547,52.1082,5.32986,Jeckyll & Hyde,The Flipside,2007,3
SOULWMV12A8C13A71C,51.50632,-0.12714,Republica,Picture Me,1996,4
SOWCTNV12A8C1425BB,29.76045,-95.36978,William Basinski,Melancholia XII,2003,3
SOEDPLX12A8C1335E1,36.09962,-80.24109,My Hero Is Me,Grobe Lugner Sind Grobe Zauberer,2008,3
SOFADDO12AB018268B,64.95014,26.06739,Ajattara,Sortajan Kaipuu,2004,3
SOEMTYD12A8C142762,-37.81753,144.96715,Vanessa Amorosi,Perfect,2008,3
SOKIJJG12AC3DF8480,42.31256,-71.08868,Mission Of Burma,Forget Yourself,2009,3
SOZCJDG12AF72A3914,40.71455,-74.00712,Aventura Feat. Wisin & Yandel,Noche De Sexo,2006,3
SORNLYR12AC468E548,33.74831,-84.39111,ARRESTED DEVELOPMENT,Somewhere in North Georgia,2003,2
SOCSUUX12A8C13EFA2,33.67889,-118.00157,Avenged Sevenfold,Remenissions,2003,4
SOWHNMQ12A6D4FD972,50.11204,8.68342,Tankard,Arson,1984,2
SODJDJE12A8C142E91,42.31256,-71.08868,Strangeways,Where Are They Now,1989,3
SODJTKN12A58A77BA9,40.65507,-73.94888,Oneida,History's Great Navigators,2006,3
SODLIZO12A58A790B5,53.40977,-2.97848,Pop Levi,See My Lord,2007,3
SODHURS12AB017B748,43.1763,-76.27503,M.I.K.E.,Turn out the lights,2003,3
SOJYILO12A8C142635,51.4518,7.01062,Kreator,Reconquering the throne,2001,4
SOBNMJX12AB0183FF0,53.34376,-6.24953,Ronan Keating,Suspicious Minds,2009,3
SOYBGFB12A8C13AB07,34.05349,-118.24532,The Geraldine Fibbers,She's A Dog,1997,2
SOLOVIX12A8C13EA0A,34.47326,-119.05505,Uphill Battle,Ripped Off Face,2002,3
SOZHDQT12AB017EC52,35.67048,139.74092,LITE,Solitude,2008,3
SOFXFDZ12A8C13FC2E,42.33168,-83.04792,Inner City,Big Fun (Agoria Remix),2004,2
SOBLYUB12AB0181D4C,64.95014,26.06739,Lackluster,Grind,2000,3
SONJBED12A58A79550,41.88415,-87.63241,Head of Femur,Leader and the Falcon,2008,3
SOHSWGP12AB0185C5C,34.05349,-118.24532,the bird and the bee,Rich Girl,2010,5
SOKIHYK12AB018A283,52.94922,-1.14392,Tindersticks,Factory Girls,2010,3
SODEYYN12AB018AA58,34.05349,-118.24532,Giora Feidman,Nigun for Giora,1995,2
SOPWCHZ12A8C1433D7,43.54535,-96.73128,Nodes Of Ranvier,Oh Yeah_ Well My Daddy Died w/ A Needle In His Arm,2003,2
SOLZHLL12A6310D85C,51.50632,-0.12714,The Rolling Stones,She's So Cold,1980,4
SOPSBRY12AB017EDB4,40.71455,-74.00712,Junior M.A.F.I.A.,Excuse Me,1995,3
SOXQXRR12A6D4F7548,41.88415,-87.63241,Kurt Elling,Too Young To Go Steady,1998,3
SOXNZMC12A5829183A,42.31781,-72.63238,Stephen Kellogg & The Sixers,My Sweet Charade,2005,4
SOUEQSZ12A6D4F9DB4,54.31392,-2.23218,Bellowhead,Death And The Lady,2006,3
SOCLEZY12A58A76725,41.51776,-72.75753,Blood Has Been Shed,House of Fists,2003,2
SOCYMLD12A8C137750,34.05349,-118.24532,Nate Dogg,Never Too Late,1998,3
SOREVZW12A58A79AE0,52.47859,-1.9086,The Moody Blues,Tuesday Afternoon,1968,4
SOUFKVO12AB01811F6,19.4319,-99.13285,Amduscia,Dead or Alive ((god mod rotten skin dance mix)),2005,3
SOSKGXQ12A6D4FBFED,35.21962,-80.01955,Thomas Schumacher,ReGenerate,2006,2
SOMEGJN12A8C136010,39.10644,-84.50469,Ass Ponys,Nothing Starts Today,2001,2
SOWYBOR12A8C1394CE,37.27188,-119.27023,Red Aunts,Palm Tree Swing,1996,2
SOPYAMO12A8C136F33,38.43773,-122.71242,Julie London,When I Grow Too Old To Dream,1966,2
SOLBGFC12A8C145F38,55.8578,-4.24251,Spirea X,Spirea Rising,1991,2
SOINQDJ12A67ADAF2F,59.33217,18.06243,Tiamat,I Am The King (of Dreams),1991,3
SOUUTSY12A6D4F6E3B,51.50632,-0.12714,Renegade Soundwave,Deadly (1990),1990,2
SOSANJI12AB0183047,40.36033,-74.66429,Mary Chapin Carpenter,John Doe No. 24*,1994,3
SOYUZFS12A6D4FC225,-24.9162,133.39311,The Stems,Man With The Golden Heart,1987,2
SOCNBJJ12A58A78F46,43.01437,-88.23546,BoDeans,She'S A Runaway,1986,3
SONCZYW12AC3DF6197,51.42721,7.66379,Obscenity Trial,Yet Another Boring Day,2009,2
SOOSKBF12AB01841CB,42.33168,-83.04792,Black Milk,Pimp Cup,2005,4
SORSEWM12A6D4FCB9B,39.14527,-75.41876,Aidan Baker,The Sea Swells a Bit,2006,4
SOOVYVI12A6D4FA800,51.27172,-0.39535,Twinkle,Micky,2001,2
SOWOYUC12AB018C220,51.50632,-0.12714,The Big Pink,These Arms Of Mine,2009,3
SOQVLID12A6D4FB11A,42.50382,12.57347,Caparezza,La Legge Dell'Ortica,2003,3
SOJEHSW12A8C13CCEE,42.31256,-71.08868,Mission Of Burma,Weatherbox,1982,4
SOYFXHW12A6D4F99AA,50.82821,-0.13449,The Maccabees,Sore Throat,2007,3
SOFSLKT12AB0181D28,42.31256,-71.08868,Helium,Clementine,1997,3
SOICYVO12A58A78D61,41.11366,-73.40765,Horace Silver,Senor Blues (20 Bit Mastering),2005,2
SODHHEG12A58A779FB,34.05349,-118.24532,DJ Babu,Love,2007,3
SONKPMV12AB017BEB7,35.83073,-85.97874,Garrison Starr,Wonderful Thing,2004,3
SOQSXVR12A8C137106,37.16793,-95.84502,The Distillers,Sick Of It All,2002,4
SOLYQPF12AC468AEA3,37.27188,-119.27023,House of Broken Promises,Obey the Snake,2009,2
SOCUXDA12A6D4F8510,36.61442,-86.4421,Steve Miller Band,Jackson-Kent Blues,1970,3
SOKJPYA12A8C138324,39.33498,-82.97041,Woe of Tyrants,Revelations,2007,3
SOVXJDF12A6D4F91FF,38.25486,-85.7664,VHS Or Beta,The Ocean,2004,3
SOJDECM12A8C142512,35.21962,-80.01955,Southern Culture On The Skids,Soul City,1995,3
SOQIDEF12A8C139B23,34.05349,-118.24532,Britney Spears,Don't Go Knockin' On My Door,2000,4
SOQJOVA12A8C13B282,41.90311,12.49576,Fabrizio Moro,Fammi sentire la voce,2007,2
SOVTCCQ12A8C13B83A,33.95813,-83.37325,Dark Meat,Dead Man,2006,2
SOFGHCY12A6D4FB15B,54.49857,-114.99993,Joni Mitchell,Dreamland (LP Version),1977,3
SOBNFEV12AF72ACFDF,44.16104,-77.3819,Avril Lavigne,Naked,2001,4
SOJWQMC12A6D4F8D9C,47.2022,-122.24,Kelly Joe Phelps,Beggar's Oil (Album Version),2002,2
SOFGZGA12A8C139B01,32.74863,-97.32925,Oh_ Sleeper,The Siren's Song,2006,4
SOJPYPL12A58A7A601,34.82353,-89.99726,North Mississippi Allstars,Teasin' Brown,2005,2
SOMRQLU12AC468631B,41.50471,-81.69074,MARC COHN,Providence (LP Version),1998,2
SOTEVIL12A8C1403C3,34.05349,-118.24532,Grant Lee Buffalo,Crooked Dice,1998,3
SOHMSOD12AC468A3B7,51.50632,-0.12714,Robin Trower,I Can't Stand It,1973,3
SOFNLSR12A8C13B302,39.11338,-94.62682,Charlie Parker Quintet,Salt Peanuts,1988,2
SOWVHDH12A6D4F780D,17.15199,-96.20941,Lila Downs,La Cama De Piedra,2006,4
SOHFEGV12A8C142560,42.10125,-72.58929,Staind,Break Away (Album Version),2008,4
SOZKLIQ12A67020AD3,52.88356,-1.97406,The Faders,Get Out Of My Face,2005,2
SOCOZZE12A813568F7,39.95227,-75.16237,G. Love & Special Sauce,Willow Tree,1997,4
SOJJOIP12A6D4FB11E,51.42721,7.66379,Black Messiah,Loki's Tanz,2006,3
SOHQWCO12A8C13895D,52.94922,-1.14392,Alvin Lee,Hear Me Calling,1995,3
SOWUFBK12A8C1446EA,30.33138,-81.6558,Molly Hatchet,Dead And Gone (Redneck Song),1998,3
SODGAVR12A6D4FC598,37.87869,-121.94345,Y&T,Lucy,1990,3
SOTHFUS12AB0181A0D,42.31256,-71.08868,Westbound Train,I Don't Belong Here,2009,3
SOMQWGV12AB0187CD1,55.99574,-3.76654,Robin Guthrie,Freefall,2003,4
SOPLYFG12A8C13A400,37.77916,-122.42005,Suzanne Ciani,Go Gently,1997,4
SOETLFN12AB0189827,52.88356,-1.97406,Steve Porter,Electric Jelly,2005,3
SOOCHZR12A6701BE77,30.42084,-87.21724,Gwen McCrae,Love Without Sex,1976,3
SOHLPBQ12A81C221C3,46.6621,-122.96462,Ralph Towner,Arion,1977,2
SOWOMZE12A8C133434,39.95227,-75.16237,G. Love & Special Sauce,Walk To Slide,1994,4
SOFGTOC12A8C13B2A8,41.5964,-87.78514,Café Tacvba,Esa noche,1994,4
SOPXWXE12A58A7834A,1.32026,103.78871,Paris Hilton,Fightin' Over Me [featuring Fat Joe & Jadakiss] (Album Version),2006,4
SOTWDTO12A58A79D0D,42.81225,-73.94102,Josh Hoge,360 (Album Version),2008,4
SOUXWQT12A6D4FA5D2,-24.9162,133.39311,Gemini Five,Making Love Song,2005,3
SOCYRBD12AB017E7B7,41.38572,2.17005,Tokyo Sex Destruction,You Gotta Do It,2002,3
SOPGBOT12A6701E0BC,47.60356,-122.32944,Soundgarden,Blow Up The Outside World,1996,4
SORGPEU12A58A7CC7B,37.87869,-121.94345,Dekapitator,Run With the Pack,2007,3
SOGKRNP12A81C20860,36.71832,-4.42016,Fran Perea,No me imagino,2005,3
SOPRWFM12A6D4FA1BA,41.52493,-88.08459,Elisabeth Withers,Heartstrings,2007,2
SOKDGBG12A8C1348E4,42.31256,-71.08868,The Breeders,Forced To Drive,2002,4
SOCFRJW12A8C134B6E,40.79086,-73.96644,Sophie B. Hawkins,Mr. Tugboat Hello,1994,3
SOAFKRF12A67020204,34.05349,-118.24532,Chris Clark,Do Right Baby Do Right,1997,3
SOXOTBX12A58A7A3D7,40.71455,-74.00712,Fischerspooner,In A Modern World,2009,4
SOFLRYN12A6D4F6CC1,37.27188,-119.27023,The Accident Experiment,Scream To Breathe (Album),2003,2
SOTLAVN12AB0186A6D,40.71455,-74.00712,Wooden Wand And The Vanishing Voice,Rot On,2005,2
SOSRGNE12A6D4F950D,50.3758,-4.13689,Matthew Jay,Four Minute Rebellion (Explicit) (Album Version),2001,2
SODWZVZ12A8AE49207,38.95774,35.4317,Sezen Aksu,Deliveren,2000,3
SOPFPTW12A8C13E2D8,47.60356,-122.32944,Kinski,Passwords & Alcohol (Album),2007,3
SOTLKAP12AB0181C7E,53.95333,-1.08342,Epidemic,Vision Divine,1992,3
SOYOHMP12A6D4F6244,55.75687,37.6151,Regina Spektor,Daniel Cowman,2002,4
SOKFFIM12A67020426,41.88,-87.77891,Off Broadway,New Little Girl (LP Version),1979,2
SOTNSQX12AF729F5FD,38.72567,-9.15037,Mafalda Veiga,Balançar,2008,3
SOWQGQY12A8C136513,40.71455,-74.00712,Kelley Stoltz,To Speak to the Girl (Album),2008,3
SOCWEVV12A58A7B628,40.71455,-74.00712,Fats Waller,Dinah,1995,3
SOEWNBH12AB018BE9E,55.70622,13.1876,The Radio Dept.,Heaven's On Fire,2010,5
SOIPAGG12A8C1331D8,43.37011,-8.39646,Luz Casal,TU ERES PARA MI,2002,2
SODGRIO12A8C145123,42.33168,-83.04792,The Miracles,Broken Hearted,1994,2
SOGIQWS12A58A7B7A1,52.51607,13.37698,Atari Teenage Riot,Destroy 2000 Years Of Culture,1997,2
SOZOCZI12AB018A2ED,40.04514,-86.01223,Kids In The Way,Blind Behind The Wheel,2005,3
SOICGCQ12A8C14185C,51.27172,-0.39535,Saint Etienne,I Was Born On Christmas Day,1993,3
SOMRGBB12A58A7E0AF,42.31256,-71.08868,Addison Groove Project,Carpal Tunnel,2002,3
SOMXVXO12AB0180AC8,38.04859,-84.50032,Brian Littrell,You Alone,2007,3
SOIRSQE12A6D4FD4CD,46.6621,-122.96462,Ralph Towner,Simone,2001,2
SOXQGSG12A6D4FC223,51.16418,10.45415,Skaos,Ska Skank Down Party,1988,3
SOVWZLF12A8C13F81B,59.33217,18.06243,Concretes,Hey Trouble,2007,3
SOQCBOI12A6D4F741C,39.52739,-119.81341,7 Seconds,Busy Little People (Album Version),1987,3
SOITBXO12AC3DF4E7F,38.26443,-85.53877,Joan Osborne,How Sweet It Is,2002,4
SOCBFPW12AB01849A8,40.71455,-74.00712,Dawn Landes,French,2005,3
SOQVBDS12A8C143867,40.71455,-74.00712,The Strokes,What Ever Happened?,2003,5
SOMGEHY12AB0182F54,34.05349,-118.24532,Mika Miko,The Dress,2006,4
SOBGDCF12AB018C66C,45.51228,-73.55439,The Besnard Lakes,Land Of Living Skies Pt. 2: The Living Skies,2010,4
SOZQBVS12AAF3B5305,40.65507,-73.94888,Mae West,They Call Me Sister Honky Tonk,1996,3
SOPDHUP12A8C13E801,34.05349,-118.24532,Chad Wackerman,Go,1991,3
SORBXRG12A8C13FF83,44.23153,-76.47933,Arrogant Worms,Bottle Of Booze,2004,2
SOYVQSS12A8C1339A0,42.31256,-71.08868,Dick Dale,Gypsy Fire,1996,3
SOAMHUA12A8C13FB40,56.95468,-98.30897,Adrienne Pierce,Downside Of Love,2008,3
SOGGJNR12A8C142D07,51.50632,-0.12714,Metronomy,Nights Out,2008,2
SOUBICA12A6D4F73B1,51.50632,-0.12714,The Puppini Sisters,Tu Vuo Fa L'Americano Recitative,2006,4
SOTEMCQ12A67ADCC37,51.16418,10.45415,Bonfire,S.D.I.,1995,3
SOFLMEN12A58A7822F,19.4319,-99.13285,KALIMBA,Tu Corazón lo sabe (Lat'n Party),2004,2
SOPELTK12A8C139E2D,42.50382,12.57347,Ludovico Einaudi,Passaggio,1996,5
SOHYYPR12A8C13FC0C,41.99112,-88.15849,Vessels,Take It Outside,2006,2
SOYYZXG12A67ADAD8B,51.63319,-0.13058,Rachel Stevens,Je M'Apelle,2005,2
SOAPKJR12AB0188F32,54.90012,-1.40848,Field Music,Clear Water,2010,4
SOMUYVB12AB0185236,-35.30654,149.12656,Frank Gambale,Forgotten But Not Gone,1989,2
SORAPIK12A3F1E9C4A,47.60356,-122.32944,The Spits,Die Die Die,2001,3
SOIPAYH12A6D4F7B42,42.33168,-83.04792,Earl Klugh,Catherine,1978,4
SOAYHIN12A8C13314F,40.7174,-74.04323,The Manhattans,You Send Me,1992,3
SOHWCIR12A8C13C2EA,51.7562,-1.25949,Ride,All I Can See,1990,4
SOXRLLZ12A8C1317AE,52.37312,4.89319,Trijntje Oosterhuis,Painted From Memory,2007,3
SOGGERU12A6310E112,49.26044,-123.11403,Nickelback,Old Enough (Album Version),1999,4
SOQXTRU12A8C143241,34.41925,-119.69887,Motograter,Get Back (Explicit Version),2003,4
SOVPTCA12AB018A318,35.08418,-106.64864,A Hawk And A Hacksaw,Vasalisa Carries A Flaming Skull Through The Forest,2009,3
SOKZLGY12A3F1EA067,52.88356,-1.97406,Onslaught,Skullcrusher,1985,3
SOZVMYF12A6701C0DC,53.4796,-2.24881,Happy Mondays,Rave On (Live at Leeds Utd),1991,3
SORAIAF12A67ADB3FD,49.26044,-123.11403,Strapping Young Lad,Detox,1996,4
SOFHERY12A8C1396B7,35.67048,139.74092,Color Filter,Rainy Morning,2004,2
SOSQQZD12AB01850ED,18.11526,-77.27348,Jackie Edwards,Your Eyes Are Dreaming,1999,2
SOQOXTY12AB0182FF6,40.71455,-74.00712,David Byrne,Monkey Man ( LP Version ),1992,2
SOVSNXK12A6702192D,18.11526,-77.27348,Inner Circle,Ob-La-di-Ob-la-da Extended Dance Mix,1999,4
SOBISGX12A8C1376FE,52.0953,1.31388,Brian Eno,Melancholy Waltz (2005 Digital Remaster),2005,2
SOROUPG12A6D4FCAD1,51.50632,-0.12714,Seafood,This Is Not An Exit,2000,3
SOJKXTW12A8C137810,37.77916,-122.42005,Jolie Holland,Ghost Waltz,2003,3
SOXGOGG12AB0180EF0,40.71455,-74.00712,The Brecker Brothers,Jacknife,1981,3
SODYBCY12AB0183792,51.50632,-0.12714,23 Skidoo,Porno Base,2008,3
SOZJIJI12A8C13CBB0,40.65507,-73.94888,Joan As Police Woman,Holiday,2008,3
SOJGXZS12A81C22789,39.11338,-94.62682,The Beginning Of The End,When She Made Me Promise (LP Version),1971,3
SODNNII12A8C138A87,53.4796,-2.24881,The Hollies,You Better Move On,1964,3
SONESVN12AB01801C6,51.48944,-0.26194,Pete Townshend & Ronnie Lane,Keep Me Turning,1977,3
SOKQSAI12A6D4F7D2C,55.75687,37.6151,Regina Spektor,Another Town,2006,4
SOWAGBK12A8C134EA7,56.95468,-98.30897,Incredible Bongo Band,Apache (Grand Master Flash Remix),2006,3
SOYSNYZ12A8C13B59F,53.82507,-3.02075,Section 25,Sweet Forgiveness,1988,2
SOMXDTA12A6D4FA126,51.50632,-0.12714,Salt Tank,Angels Landing,1997,3
SOZBXAI12AF72A52A1,50.94224,-2.64647,PJ Harvey,The Devil,2007,5
SODIRHC12A8C144444,42.33089,-95.43953,Molotov Solution,Warlords,2009,4
SONOAKM12A8C13B781,41.23987,-73.69807,Kimya Dawson,For Boxer,2004,3
SOQNMVD12A8C134656,42.58807,-87.82365,Jungle Rot,Victims Of Violence,2006,3
SOGOGDI12A6D4FDCB7,39.7666,-94.85607,Coleman Hawkins,Jammin' In Swingville,1991,2
SOSNCTY12A81C21438,49.38426,-84.75627,Josh Gabriel,Summit,2007,3
SOYDOHZ12A6D4FC9BE,40.14323,-74.72671,Chris Garneau,So Far,2007,4
SOFWCZE12AB0180F55,55.59664,13.00156,Billie The Vision & The Dancers,Vamos A Besarnos,2005,3
SOAMCRP12A6D4FA341,40.65507,-73.94888,Oneida,No Label,2002,3
SOSDCZN12A8C13899D,65.0103,25.4735,Uusitalo,Kalajuttuja,2006,3
SOZQOJN12A8AE48CA1,62.19845,17.55142,The Soundtrack of Our Lives,Not Kinda Worried,2005,3
SOFAGVB12AB018B7BB,40.65507,-73.94888,Lena Horne,Why Was I Born,1995,3
SOHLSOI12A6D4F8604,52.51607,13.37698,Audra McDonald,I Wanna Get Married,2006,2
SONCFES12AB0183AF0,45.34481,9.32463,Starship,Wings Of A Lie,1987,3
SOFRQRU12A6D4FB41D,40.71455,-74.00712,Vonda Shepard,Searchin' My Soul (Album Version),1992,2
SOFVLYV12A8C145D8F,51.50632,-0.12714,Us3,Believe In Yourself,2004,3
SOLRMMR12AAF3B33C6,45.51228,-73.55439,Gino Vannelli,Black Cars,1984,4
SOMGKET12A8C13343D,38.83154,-77.28861,Driving East,Come On_ Come On,2008,3
SOEYNEV12AC9075470,-24.9162,133.39311,Triosk,Past Life Romantic,2006,2
SOOSUAR12AB018343E,51.16418,10.45415,Pantha Du Prince,Walden 2,2007,4
SOOHIPH12AB0184427,47.60356,-122.32944,Jennifer Warnes,I Can't Hide,1992,3
SOADALI12A58A7B54B,51.50632,-0.12714,The Wolfgang Press,My Way,1985,2
SOANLPV12A6D4F737B,54.99241,-7.31923,The Divine Comedy,Life On Earth,1998,3
SOKOYZK12A58A7819C,33.86404,-118.39535,98 Mute,Small Minds,2002,2
SOKOYRU12A8C13CA91,42.88544,-78.87846,Brian McKnight / Talib Kweli,She,2005,3
SOOIBUU12AB0185063,46.71067,1.71819,Angelo Debarre,Sweet Noumea,2009,2
SODZIRY12AB017C1BC,41.26069,-95.93995,311,Offbeat Bare Ass,1994,3
SOKZZRT12AB01870AD,40.11727,-88.20449,Braid,Zero Frisco,1995,2
SOZNHOV12AF72A5783,37.5407,-77.43365,Lamb Of God,Forgotten (Lost Angels),2006,4
SOIQSAC12A8C13D6DB,35.67048,139.74092,Electric Eel Shock,Rock & Roll Kills The Blues,2006,3
SOYJZWC12A8AE49C23,53.4796,-2.24881,Robin Gibb,Juliet,1983,4
SOTRKCB12A8C13D50F,45.51179,-122.67563,Kaddisfly,clockwork,2007,3
SOVUZFR12AF72A7A6B,40.71455,-74.00712,The Strokes,Trying Your Luck,2001,5
SOWAWBV12A58A7B2ED,40.99471,-77.60454,Natalie Walker,Sanckens Doll,2006,3
SOYPTYX12A8AE4717B,45.88082,-72.48411,Les Trois Accords,Vraiment Beau,2004,4
SOVMBMS12A8C140642,39.43343,-84.20951,Larry Sparks,Follow The Star,2007,3
SOQTNUA12A58A8014A,35.21962,-80.01955,Southern Culture On The Skids,Lordy_ Lordy,1994,3
SORJCDE12A8C140AFC,41.0981,-80.65079,Tiny Bradshaw,Heavy Juice,2004,2
SOCYRCL12A8C134A0E,45.26232,-69.01249,A Global Threat,Fucking Racist Maggots (Album Version),2000,3
SOZXNVK12A8C13CF0E,44.16104,-77.3819,Avril Lavigne,Too Much To Ask,2002,4
SOSWFSG12A81C2339C,-33.86963,151.20695,Kahvas Jute,Free,1993,2
SOCAOOH12AC4688A23,33.74831,-84.39111,Brainbox,Nashira,1993,2
SOYXOUU12AB018BCF8,39.10295,-94.58306,The Get Up Kids,Your Petty Pretty Things,2009,4
SOQJFOC12A6701F708,52.94922,-1.14392,Tindersticks,Drunk Tank,1993,3
SOLNHUV12AF729DDD2,41.50471,-81.69074,Mushroomhead,The Dream Is Over,2003,5
SOHGAGR12A6310EA83,52.47859,-1.9086,Dexy's Midnight Runners,The Teams That Meet In Caffs (2000 Digital Remaster),1980,3
SOYANMY12AB0189080,40.82186,14.12208,Corde Oblique,Flower Bud,2009,3
SOZHSAG12A6D4F9CA8,51.31476,-0.56623,The Jam,The Eton Rifles,1979,3
SOPWAMP12A58A7A239,34.05349,-118.24532,Harold Budd,Algebra Of Darkness (Album Version),1988,4
SOQSLWN12A8C14576E,53.79449,-1.54658,Pale Saints,One Blue Hill (Demo),1993,2
SOWAMWE12A8C13DA05,53.74319,-0.34592,Tracey Thorn,Goodbye Joe,1982,3
SOKDWBE12A8C138B07,55.74138,12.57885,Mew,She Spider,2003,4
SORQPRY12AB018D125,44.97903,-93.26493,Mouthful of Bees,The Magic Of Numbers,2009,2
SOVGWYC12AB017BFF7,55.8578,-4.24251,Cosmic Rough Riders,Blind,2003,2
SOXVRYP12A8C140329,33.74831,-84.39111,Confederate Railroad,Toss A Little Bone (Party Mix),2000,2
SOAMGAL12A8C131C8D,41.88415,-87.63241,Terry Callier,Oh Dear_ What Can The Matter Be,1968,3
SOFILWW12A8C13CDFF,40.71455,-74.00712,Polyrhythm Addicts,Zonin' Out,2007,2
SOMWCKO12AB017E792,40.85715,-73.85678,Yerba Buena,Fever,2005,2
SOWPPHT12AC468884D,40.71455,-74.00712,Sheila On 7,SAMPAI KAPAN,2008,3
SOIUHZN12AB01855CF,35.25082,-91.74015,The Gossip,(Take Back) The Revolution,2002,4
SOFZRWU12A6D4FC9B3,43.1555,-77.61603,Wendy O. Williams,Bad Girl,1986,2
SODMMKB12A8C136216,51.16418,10.45415,Helge Schneider,Dolores,2005,2
SOVCNHZ12AB0180982,51.96301,7.61781,Tanita Tikaram,Thursday's Child,1990,3
SOYVXVL12A6701F846,53.34376,-6.24953,Ronan Keating,In This Life,2000,3
SOCKANJ12AB0180426,37.77916,-122.42005,Vienna Teng,Between,2002,3
SOUKYBX12AF72AB35E,35.2225,-80.83754,Cece Winans,Life,1998,2
SOWLTOC12A6701E1B4,37.80506,-122.27302,Del Tha Funkee Homosapien,Eye Examination,1992,3
SOTXRTW12A6D4F81F0,49.25953,2.47547,Alliance Ethnik,Non Stop,1995,3
SOKXZYE12A8C133593,34.14632,-118.24802,Elvin Bishop,The Things That I Used To Do,1994,2
SOOIVBS12A6D4F804A,51.50632,-0.12714,Erasure,March On Down The Line (Remix),1986,2
SOYUQHL12AB01845F7,39.2794,-74.57555,Walter Trout,Victor the Cajun,1992,2
SOWDIMP12A8C13E319,47.60356,-122.32944,Judy Collins,Tear Down The Walls,1964,3
SODHDBI12A8C142597,62.19845,17.55142,Rupesh Cartel,About Denial,2007,3
SOWABXF12A8C140622,55.67631,12.56935,Outlandish,Look Into My Eyes,2005,4
SODTBSC12A670207EA,35.45808,-79.93087,Earl Scruggs,I Found Love,2001,2
SOWZOUM12A8C138B41,55.82046,-4.02263,The Primary 5,Off Course,2007,2
SOORLME12A8C1318C1,41.88415,-87.63241,Alice Peacock,Alabama Boy,2002,3
SOEZGZQ12A67AE0D5E,40.79781,-81.37157,Macy Gray,Shoo Be Doo,2007,4
SOSWNYR12A8C13AED3,44.60659,-79.41823,Gordon Lightfoot,May I,1968,3
SOKNBNF12A8C13B8AC,40.10216,-85.67869,Gary Burton,Decarísimo,1998,3
SOKOAYF12AB0183B82,44.13378,10.01671,Toto Cutugno,Soli,1983,3
SOTSZWX12AB0181406,34.05349,-118.24532,Darker My Love,Waves,2008,4
SOZSBSM12A8C139F76,48.07272,-0.77304,Electronicat,Dans Les Bois,2005,2
SOXXSSG12A67020CB4,53.4796,-2.24881,Dust Junkys,What Time Is It?,1998,2
SOAIBLQ12A8C13D99D,62.19845,17.55142,Alcazar,Don't You Want Me,2001,4
SOVBGWB12A6D4F85BA,36.16778,-86.77836,Big & Rich,Filthy Rich (Album Version),2005,3
SOACMAQ12A8C131F42,38.62774,-90.19951,Erin Bode,If It's Magic,2004,3
SODFMFM12AB0183821,41.88415,-87.63241,Kill Hannah,Promise Me,2009,4
SOAHGCS12AB0188815,45.28303,18.80032,Majke,Daj Mi,1998,3
SOTPMXE12A6D4F953C,37.45469,-122.1779,Secondhand Serenade,Awake,2007,4
SOJHAJE12A6D4F6DE7,62.19845,17.55142,Dream Evil,Live A Lie,2003,4
SOYXYMD12A6701DC87,53.4796,-2.24881,Nine Black Alps,Cosmopolitan,2004,4
SOOOPNI12A6D4FB414,46.87591,-96.78176,Bobby Vee,Raining In My Heart,1998,3
SOBZJHN12A6D4F7CFC,-43.53131,172.6373,Hayley Westenra,Wuthering Heights,2003,4
SONLOAW12A8C137950,54.49857,-114.99993,Joni Mitchell,The Dry Cleaner From Des Moines  (LP Version),1979,3
SONVHQV12AB018C0B1,34.05349,-118.24532,L7,Freak Magnet,1992,3
SOGACDM12A8C13B127,34.19767,-101.69814,Jennifer Brown,Trembling,1998,2
SOXIFMC12AB0181F7D,43.64856,-79.38533,Johannes Linstead,Amazonico,1999,2
SOEGLPJ12AB017A412,50.94165,6.95505,Klaas,Our Own Way,2009,4
SOYOSUV12A8C13FCBD,32.71568,-117.16172,Destroy The Runner,On Falling Leaf,2008,4
SOXLCVX12A8C14058B,20.68759,-103.35108,La Barranca,Don Julio,1999,3
SOXXBIK12A6D4F8339,38.25486,-85.7664,By The Grace Of God,Boy And The River (Album Version),1997,2
SOCUSCQ12AB0183076,41.82387,-71.41199,Lightning Bolt,Fleeing the Valley of Whirling Knives,1999,3
SOADKCV12AB0183BC4,-22.97673,-43.19508,Milton Nascimento,No Analices,1990,2
SOIFDCO12A8C139299,40.65507,-73.94888,Lou Reed,No Money Down,1986,3
SOGHGER12A58A7D85D,53.82507,-3.02075,Section 25,Carcrash,1988,2
SOZIZYT12A58A7D815,50.91552,0.48883,Keane,Atlantic,2006,4
